nct_id,study_result
NCT01701362,fail
NCT01701401,success
NCT01702233,success
NCT01702246,success
NCT01702259,success
NCT01702428,unknown
NCT01702454,unknown
NCT01702519,unknown
NCT01702532,success
NCT01702558,fail
NCT01702805,fail
NCT01703039,fail
NCT01703169,unknown
NCT01703208,success
NCT01703221,success
NCT01703286,fail
NCT01703663,fail
NCT01703702,success
NCT01703819,fail
NCT01703832,fail
NCT01703858,success
NCT01704079,success
NCT01704261,success
NCT01704287,success
NCT01704495,fail
NCT01704651,fail
NCT01704755,unknown
NCT01704846,unknown
NCT01704976,success
NCT01705288,fail
NCT01705574,success
NCT01705977,unknown
NCT01706159,fail
NCT01706198,success
NCT01706250,fail
NCT01706328,fail
NCT01706536,success
NCT01706926,success
NCT01706952,success
NCT01706965,fail
NCT01707381,success
NCT01707667,success
NCT01707693,success
NCT01707992,fail
NCT01708317,success
NCT01708902,success
NCT01708915,success
NCT01708941,fail
NCT01708954,unknown
NCT01709110,success
NCT01709149,fail
NCT01709305,unknown
NCT01709318,unknown
NCT01709383,fail
NCT01709422,success
NCT01709500,success
NCT01709513,success
NCT01709578,success
NCT01709721,fail
NCT01709786,unknown
NCT01709799,success
NCT01709981,fail
NCT01710306,fail
NCT01710345,success
NCT01710358,success
NCT01710514,unknown
NCT01710527,fail
NCT01710657,success
NCT01711021,success
NCT01711216,fail
NCT01711294,fail
NCT01711359,unknown
NCT01711372,unknown
NCT01711619,success
NCT01711658,fail
NCT01711853,fail
NCT01711983,success
NCT01712009,unknown
NCT01712061,unknown
NCT01712074,fail
NCT01712204,fail
NCT01712334,unknown
NCT01712490,success
NCT01713348,success
NCT01713868,success
NCT01713946,success
NCT01714063,success
NCT01714310,fail
NCT01714323,success
NCT01714505,success
NCT01714726,success
NCT01714817,fail
NCT01715285,success
NCT01715415,unknown
NCT01715805,fail
NCT01715896,fail
NCT01716039,fail
NCT01716104,success
NCT01716520,success
NCT01716533,fail
NCT01716585,unknown
NCT01716754,fail
NCT01717313,success
NCT01717456,success
NCT01717872,success
NCT01718353,success
NCT01718483,success
NCT01718509,success
NCT01718522,success
NCT01719003,success
NCT01719172,success
NCT01719653,success
NCT01720043,fail
NCT01720069,fail
NCT01720446,success
NCT01720524,fail
NCT01720667,success
NCT01721044,success
NCT01721057,success
NCT01721109,unknown
NCT01721161,fail
NCT01721408,success
NCT01721447,success
NCT01721746,unknown
NCT01721772,success
NCT01721798,fail
NCT01721876,success
NCT01721954,fail
NCT01722071,fail
NCT01722331,success
NCT01722487,success
NCT01722929,success
NCT01723228,fail
NCT01723397,fail
NCT01723696,fail
NCT01724177,success
NCT01724346,success
NCT01724528,success
NCT01724866,success
NCT01725126,unknown
NCT01725152,fail
NCT01725282,unknown
NCT01725308,success
NCT01726023,success
NCT01726036,fail
NCT01726049,unknown
NCT01726504,success
NCT01726673,fail
NCT01727024,fail
NCT01727258,success
NCT01727336,unknown
NCT01727414,success
NCT01727505,fail
NCT01727700,success
NCT01727726,success
NCT01728194,success
NCT01728246,success
NCT01728324,success
NCT01728454,success
NCT01728584,success
NCT01728636,success
NCT01729026,fail
NCT01729039,fail
NCT01729559,success
NCT01729598,fail
NCT01729754,success
NCT01729819,fail
NCT01730040,success
NCT01730053,success
NCT01730339,success
NCT01730534,success
NCT01730937,fail
NCT01730950,fail
NCT01731171,success
NCT01731600,unknown
NCT01731990,fail
NCT01732458,unknown
NCT01732510,success
NCT01732536,success
NCT01732549,success
NCT01732692,success
NCT01732718,fail
NCT01732770,success
NCT01732796,success
NCT01732822,fail
NCT01733121,success
NCT01733212,fail
NCT01733316,success
NCT01733329,success
NCT01733628,fail
NCT01733758,success
NCT01734395,success
NCT01734655,success
NCT01734772,fail
NCT01734785,success
NCT01734902,unknown
NCT01734928,success
NCT01735175,success
NCT01735617,unknown
NCT01735708,success
NCT01735877,success
NCT01736176,success
NCT01736475,success
NCT01736618,unknown
NCT01736852,fail
NCT01737398,success
NCT01737684,unknown
NCT01737710,fail
NCT01737944,unknown
NCT01738191,fail
NCT01738477,unknown
NCT01738672,fail
NCT01738971,success
NCT01739348,fail
NCT01739361,fail
NCT01739790,fail
NCT01739803,success
NCT01740297,success
NCT01740362,unknown
NCT01740427,success
NCT01740687,unknown
NCT01741532,fail
NCT01741701,fail
NCT01742065,success
NCT01742208,success
NCT01742286,unknown
NCT01742364,fail
NCT01742832,fail
NCT01743001,fail
NCT01743040,success
NCT01743469,fail
NCT01743677,unknown
NCT01743729,success
NCT01743807,success
NCT01743989,fail
NCT01744093,success
NCT01744392,fail
NCT01744496,fail
NCT01744860,unknown
NCT01744977,fail
NCT01745055,unknown
NCT01745146,success
NCT01746225,success
NCT01746264,fail
NCT01746862,success
NCT01746901,success
NCT01746940,success
NCT01747551,fail
NCT01747629,success
NCT01747915,fail
NCT01748448,fail
NCT01748643,fail
NCT01748695,fail
NCT01748760,fail
NCT01748942,fail
NCT01749033,fail
NCT01749137,fail
NCT01749904,success
NCT01749930,fail
NCT01750190,success
NCT01750229,success
NCT01750242,unknown
NCT01750281,fail
NCT01750294,success
NCT01750931,fail
NCT01751061,success
NCT01751113,success
NCT01751126,success
NCT01751165,unknown
NCT01751178,success
NCT01751646,fail
NCT01751776,unknown
NCT01751867,success
NCT01751971,success
NCT01751984,success
NCT01752634,success
NCT01752842,fail
NCT01752907,fail
NCT01753076,fail
NCT01753115,unknown
NCT01753297,fail
NCT01753310,success
NCT01753336,unknown
NCT01753518,success
NCT01753856,success
NCT01754129,success
NCT01754493,success
NCT01754909,success
NCT01755026,success
NCT01755143,success
NCT01755156,success
NCT01755234,fail
NCT01755455,fail
NCT01755598,success
NCT01755637,unknown
NCT01755689,unknown
NCT01755702,fail
NCT01755767,fail
NCT01755949,success
NCT01756040,fail
NCT01756157,fail
NCT01756456,success
NCT01756833,fail
NCT01757067,unknown
NCT01757184,success
NCT01757197,unknown
NCT01757405,unknown
NCT01757535,success
NCT01757665,unknown
NCT01757678,unknown
NCT01757704,success
NCT01758432,success
NCT01758523,success
NCT01758588,unknown
NCT01759862,fail
NCT01760239,success
NCT01760304,success
NCT01760447,success
NCT01761175,success
NCT01761292,success
NCT01761877,success
NCT01762761,success
NCT01762904,success
NCT01762943,fail
NCT01763164,success
NCT01763203,fail
NCT01763346,success
NCT01763567,unknown
NCT01763788,success
NCT01763827,success
NCT01763866,success
NCT01763905,success
NCT01763918,success
NCT01763996,fail
NCT01764256,fail
NCT01764386,success
NCT01764633,success
NCT01764841,success
NCT01764854,fail
NCT01764945,unknown
NCT01765192,success
NCT01765296,success
NCT01765400,success
NCT01765543,unknown
NCT01765569,unknown
NCT01765582,success
NCT01765673,success
NCT01765712,fail
NCT01765920,success
NCT01766050,unknown
NCT01766076,success
NCT01766102,fail
NCT01766310,success
NCT01766401,success
NCT01767116,unknown
NCT01767129,fail
NCT01767155,fail
NCT01767376,unknown
NCT01767467,success
NCT01767506,success
NCT01767597,fail
NCT01767688,unknown
NCT01767857,fail
NCT01768286,success
NCT01768559,success
NCT01768676,unknown
NCT01769196,fail
NCT01769378,success
NCT01769456,success
NCT01769586,success
NCT01770379,fail
NCT01770392,fail
NCT01770431,success
NCT01770509,fail
NCT01771913,fail
NCT01772134,success
NCT01772147,success
NCT01772368,success
NCT01772472,success
NCT01772550,unknown
NCT01772563,unknown
NCT01772823,fail
NCT01773135,success
NCT01773187,success
NCT01773421,unknown
NCT01773473,unknown
NCT01773967,fail
NCT01774097,fail
NCT01774344,success
NCT01774604,fail
NCT01774721,success
NCT01774786,fail
NCT01774799,unknown
NCT01774968,fail
NCT01774981,success
NCT01775124,unknown
NCT01775189,success
NCT01775371,success
NCT01776307,unknown
NCT01776424,success
NCT01776632,success
NCT01776840,success
NCT01777126,success
NCT01777269,success
NCT01777334,success
NCT01777568,fail
NCT01777997,success
NCT01778023,success
NCT01778049,success
NCT01778062,success
NCT01778127,fail
NCT01778634,success
NCT01778751,success
NCT01778985,success
NCT01779219,fail
NCT01779362,success
NCT01779375,success
NCT01779440,fail
NCT01779648,fail
NCT01779869,fail
NCT01780298,success
NCT01780506,fail
NCT01780584,success
NCT01780831,unknown
NCT01781078,success
NCT01781208,success
NCT01781468,fail
NCT01781481,success
NCT01781975,success
NCT01782131,success
NCT01782209,unknown
NCT01782222,success
NCT01782326,success
NCT01782352,success
NCT01782378,success
NCT01782690,fail
NCT01782742,fail
NCT01782898,fail
NCT01783041,success
NCT01783080,success
NCT01783418,fail
NCT01783444,unknown
NCT01783470,success
NCT01783483,success
NCT01783548,success
NCT01783821,success
NCT01783860,success
NCT01783886,success
NCT01783990,success
NCT01784588,unknown
NCT01784614,success
NCT01784965,success
NCT01785160,fail
NCT01785472,success
NCT01785849,success
NCT01786174,fail
NCT01786239,success
NCT01786252,success
NCT01786564,fail
NCT01786668,success
NCT01786967,fail
NCT01786993,success
NCT01787032,unknown
NCT01787097,success
NCT01787175,success
NCT01787188,success
NCT01787292,success
NCT01787383,fail
NCT01787461,fail
NCT01787825,fail
NCT01787838,success
NCT01788046,success
NCT01788943,success
NCT01789476,success
NCT01789814,success
NCT01789970,success
NCT01790503,fail
NCT01790581,fail
NCT01790594,fail
NCT01790633,success
NCT01790984,success
NCT01791127,success
NCT01791153,success
NCT01791205,fail
NCT01791244,fail
NCT01791465,fail
NCT01791803,unknown
NCT01791972,success
NCT01791985,unknown
NCT01792518,success
NCT01793129,unknown
NCT01793883,fail
NCT01794000,fail
NCT01794923,fail
NCT01795547,success
NCT01795716,success
NCT01795859,success
NCT01795937,unknown
NCT01796197,unknown
NCT01796236,fail
NCT01796301,success
NCT01796665,unknown
NCT01796912,success
NCT01796964,unknown
NCT01797029,success
NCT01797120,success
NCT01797302,fail
NCT01797445,fail
NCT01797458,success
NCT01797536,unknown
NCT01797822,success
NCT01798056,unknown
NCT01798316,success
NCT01798485,fail
NCT01798589,unknown
NCT01798706,success
NCT01798849,success
NCT01798992,fail
NCT01799265,success
NCT01799941,success
NCT01799993,fail
NCT01800318,success
NCT01800968,fail
NCT01801111,success
NCT01801189,fail
NCT01801475,success
NCT01801917,unknown
NCT01802333,success
NCT01802411,fail
NCT01802554,success
NCT01802775,unknown
NCT01803204,fail
NCT01803464,unknown
NCT01803555,fail
NCT01803646,fail
NCT01803880,success
NCT01804036,fail
NCT01804049,fail
NCT01804582,fail
NCT01804816,success
NCT01804842,success
NCT01804946,success
NCT01805089,success
NCT01806129,unknown
NCT01806168,success
NCT01806545,fail
NCT01806584,fail
NCT01806597,success
NCT01806688,success
NCT01806714,success
NCT01806857,success
NCT01806896,fail
NCT01807065,fail
NCT01807221,fail
NCT01807299,success
NCT01807520,success
NCT01807585,success
NCT01807637,success
NCT01807650,success
NCT01807871,fail
NCT01807923,success
NCT01807949,success
NCT01808092,success
NCT01808118,success
NCT01808261,fail
NCT01808313,success
NCT01808339,unknown
NCT01808573,success
NCT01808612,fail
NCT01808690,success
NCT01809002,success
NCT01809132,fail
NCT01809262,success
NCT01809314,success
NCT01809327,success
NCT01809639,fail
NCT01809691,fail
NCT01810380,success
NCT01810939,success
NCT01810952,fail
NCT01811238,success
NCT01811303,success
NCT01811472,success
NCT01811563,success
NCT01811706,success
NCT01811732,unknown
NCT01811953,success
NCT01812057,fail
NCT01812655,success
NCT01812707,success
NCT01813019,fail
NCT01813058,success
NCT01813149,success
NCT01813357,fail
NCT01813422,success
NCT01813890,success
NCT01814072,success
NCT01814371,fail
NCT01814696,fail
NCT01814748,fail
NCT01814813,fail
NCT01814878,fail
NCT01815229,success
NCT01815424,success
NCT01815736,success
NCT01815840,unknown
NCT01816295,success
NCT01816451,success
NCT01816477,success
NCT01816594,fail
NCT01816776,success
NCT01816945,fail
NCT01817530,success
NCT01817582,fail
NCT01817712,success
NCT01817725,success
NCT01817764,success
NCT01817790,success
NCT01817959,fail
NCT01818258,success
NCT01818297,fail
NCT01818414,fail
NCT01818492,success
NCT01818700,success
NCT01818752,fail
NCT01819129,unknown
NCT01819272,success
NCT01819506,fail
NCT01819597,fail
NCT01819935,unknown
NCT01820260,success
NCT01820572,unknown
NCT01821118,unknown
NCT01821352,success
NCT01821378,success
NCT01821391,fail
NCT01821677,success
NCT01822119,success
NCT01822535,success
NCT01822548,success
NCT01822574,success
NCT01822665,success
NCT01822821,success
NCT01822899,success
NCT01823224,fail
NCT01823341,success
NCT01824290,unknown
NCT01824472,fail
NCT01824875,unknown
NCT01825057,success
NCT01825187,fail
NCT01825512,unknown
NCT01825577,fail
NCT01826422,success
NCT01826487,fail
NCT01827046,fail
NCT01827358,success
NCT01827371,success
NCT01827670,success
NCT01827787,fail
NCT01827904,success
NCT01828073,unknown
NCT01828099,success
NCT01828112,success
NCT01828164,success
NCT01828554,fail
NCT01828567,success
NCT01829347,fail
NCT01829360,success
NCT01829425,success
NCT01830543,success
NCT01830595,fail
NCT01830621,fail
NCT01830699,success
NCT01830855,unknown
NCT01831154,success
NCT01831466,fail
NCT01831765,unknown
NCT01831817,success
NCT01831856,fail
NCT01832090,success
NCT01832259,fail
NCT01832818,success
NCT01832961,success
NCT01833403,success
NCT01833533,unknown
NCT01833806,success
NCT01833897,success
NCT01834404,success
NCT01834729,fail
NCT01835145,fail
NCT01835158,success
NCT01835548,success
NCT01835743,success
NCT01835756,success
NCT01836029,fail
NCT01836445,success
NCT01836471,fail
NCT01836523,success
NCT01837550,fail
NCT01837719,unknown
NCT01838044,fail
NCT01838226,fail
NCT01838499,success
NCT01838551,success
NCT01838681,fail
NCT01839331,success
NCT01839487,fail
NCT01839708,success
NCT01840228,fail
NCT01840410,success
NCT01841073,success
NCT01841281,fail
NCT01841359,fail
NCT01841697,unknown
NCT01841736,success
NCT01842581,success
NCT01842620,unknown
NCT01842633,unknown
NCT01842815,success
NCT01842958,success
NCT01843062,fail
NCT01843348,success
NCT01843374,fail
NCT01843673,fail
NCT01843803,success
NCT01843842,success
NCT01843972,unknown
NCT01844115,success
NCT01844375,fail
NCT01844505,success
NCT01844531,success
NCT01844583,unknown
NCT01844726,fail
NCT01844895,unknown
NCT01844986,success
NCT01845077,unknown
NCT01846208,success
NCT01846221,fail
NCT01846273,success
NCT01846299,success
NCT01846455,unknown
NCT01846611,fail
NCT01846728,fail
NCT01847092,fail
NCT01847274,success
NCT01847443,unknown
NCT01847547,unknown
NCT01848054,success
NCT01848210,fail
NCT01848704,success
NCT01848782,fail
NCT01848938,success
NCT01848977,success
NCT01848990,fail
NCT01849172,success
NCT01849250,fail
NCT01849497,unknown
NCT01849562,unknown
NCT01850082,fail
NCT01850394,success
NCT01850446,success
NCT01850524,fail
NCT01850602,success
NCT01850615,unknown
NCT01850823,success
NCT01851330,success
NCT01851590,success
NCT01851876,success
NCT01852045,fail
NCT01852071,unknown
NCT01852110,fail
NCT01852162,success
NCT01852214,success
NCT01852292,unknown
NCT01852344,fail
NCT01852383,success
NCT01852513,fail
NCT01852799,success
NCT01852825,success
NCT01852955,success
NCT01853046,unknown
NCT01853072,success
NCT01853384,fail
NCT01853878,fail
NCT01853930,fail
NCT01854047,success
NCT01854281,success
NCT01854385,fail
NCT01854528,success
NCT01854554,fail
NCT01854593,success
NCT01854632,fail
NCT01854697,unknown
NCT01854762,success
NCT01854827,unknown
NCT01855750,fail
NCT01855789,unknown
NCT01855919,success
NCT01855997,success
NCT01856023,success
NCT01856140,fail
NCT01856192,success
NCT01856257,fail
NCT01856270,success
NCT01856595,success
NCT01856686,success
NCT01856712,unknown
NCT01856764,fail
NCT01856790,success
NCT01856868,success
NCT01856907,success
NCT01856920,fail
NCT01857063,fail
NCT01857232,success
NCT01857310,unknown
NCT01857362,unknown
NCT01857583,unknown
NCT01857622,unknown
NCT01857713,success
NCT01857869,success
NCT01858532,success
NCT01858636,success
NCT01859143,unknown
NCT01859390,fail
NCT01859793,success
NCT01859988,success
NCT01860079,success
NCT01860404,fail
NCT01860521,success
NCT01860651,fail
NCT01860703,unknown
NCT01860846,success
NCT01860976,success
NCT01861054,fail
NCT01861457,success
NCT01861665,fail
NCT01862640,success
NCT01862874,success
NCT01863043,success
NCT01863186,success
NCT01863446,fail
NCT01863758,success
NCT01864005,success
NCT01864148,success
NCT01864174,unknown
NCT01864525,success
NCT01864603,unknown
NCT01865084,fail
NCT01865448,success
NCT01865747,success
NCT01865812,unknown
NCT01866098,fail
NCT01866111,success
NCT01866150,fail
NCT01866163,success
NCT01866319,success
NCT01866475,unknown
NCT01866826,fail
NCT01866917,fail
NCT01867021,unknown
NCT01867047,fail
NCT01867307,success
NCT01867424,success
NCT01867580,fail
NCT01867671,success
NCT01868009,success
NCT01868165,unknown
NCT01868334,success
NCT01868477,unknown
NCT01868594,success
NCT01868633,fail
NCT01868646,success
NCT01868997,success
NCT01869491,success
NCT01869634,success
NCT01869699,success
NCT01870401,success
NCT01870739,fail
NCT01870778,fail
NCT01871077,fail
NCT01871285,fail
NCT01871402,success
NCT01871558,fail
NCT01871805,success
NCT01872078,unknown
NCT01872338,success
NCT01872611,success
NCT01872689,fail
NCT01872910,unknown
NCT01873742,success
NCT01873950,success
NCT01874145,success
NCT01874262,success
NCT01874353,success
NCT01874431,success
NCT01874535,success
NCT01875159,success
NCT01875250,fail
NCT01875731,success
NCT01875861,unknown
NCT01875978,success
NCT01876368,success
NCT01876485,success
NCT01876784,fail
NCT01876810,fail
NCT01877187,success
NCT01877278,success
NCT01877655,fail
NCT01877668,success
NCT01877720,success
NCT01877915,fail
NCT01878097,success
NCT01878214,fail
NCT01878383,unknown
NCT01879319,unknown
NCT01879371,unknown
NCT01879410,success
NCT01879579,success
NCT01879826,success
NCT01880073,unknown
NCT01880424,success
NCT01880515,unknown
NCT01881009,success
NCT01881230,success
NCT01881373,success
NCT01881750,fail
NCT01882088,success
NCT01882439,success
NCT01882543,fail
NCT01882647,success
NCT01882725,success
NCT01882803,success
NCT01883362,fail
NCT01883427,success
NCT01883440,success
NCT01883635,fail
NCT01884025,fail
NCT01884350,fail
NCT01884545,success
NCT01884844,fail
NCT01885000,success
NCT01885208,success
NCT01885559,fail
NCT01885871,success
NCT01885910,success
NCT01886378,success
NCT01886716,fail
NCT01886781,success
NCT01886872,success
NCT01886937,fail
NCT01887327,success
NCT01887600,success
NCT01887678,success
NCT01888432,success
NCT01888497,success
NCT01888640,success
NCT01888874,success
NCT01889186,success
NCT01889199,success
NCT01889862,success
NCT01890109,fail
NCT01890122,success
NCT01890265,success
NCT01890343,success
NCT01890421,success
NCT01890434,success
NCT01890473,unknown
NCT01890642,success
NCT01890785,unknown
NCT01890915,success
NCT01891344,unknown
NCT01891396,success
NCT01891864,unknown
NCT01892020,success
NCT01892085,success
NCT01892189,success
NCT01892306,success
NCT01892345,success
NCT01892722,success
NCT01892865,success
NCT01893203,fail
NCT01893411,fail
NCT01893905,success
NCT01893983,fail
NCT01894087,unknown
NCT01894230,fail
NCT01894256,unknown
NCT01894516,success
NCT01894568,success
NCT01894841,fail
NCT01895062,success
NCT01895270,fail
NCT01895361,success
NCT01895608,fail
NCT01895777,success
NCT01895855,unknown
NCT01895946,unknown
NCT01895972,success
NCT01896050,success
NCT01896232,unknown
NCT01896531,fail
NCT01896687,success
NCT01896895,success
NCT01897402,unknown
NCT01897532,success
NCT01898013,success
NCT01898078,unknown
NCT01898091,fail
NCT01898208,success
NCT01898299,success
NCT01898442,success
NCT01898650,success
NCT01898689,success
NCT01899144,success
NCT01899677,fail
NCT01899729,fail
NCT01899742,success
NCT01899768,unknown
NCT01900314,fail
NCT01900392,fail
NCT01900431,fail
NCT01900665,fail
NCT01901055,success
NCT01901146,success
NCT01901250,fail
NCT01901276,fail
NCT01901289,unknown
NCT01901419,success
NCT01901575,success
NCT01901809,success
NCT01901874,success
NCT01902290,fail
NCT01902303,fail
NCT01903031,success
NCT01903252,success
NCT01903460,fail
NCT01903811,fail
NCT01903837,fail
NCT01903863,fail
NCT01903876,success
NCT01903993,success
NCT01904032,fail
NCT01904058,fail
NCT01904071,success
NCT01904604,success
NCT01904773,success
NCT01904864,success
NCT01905046,fail
NCT01905397,fail
NCT01905540,unknown
NCT01905553,unknown
NCT01905657,success
NCT01906372,unknown
NCT01906476,unknown
NCT01906489,success
NCT01906515,success
NCT01906866,success
NCT01907087,success
NCT01907100,success
NCT01907113,unknown
NCT01907217,success
NCT01907321,success
NCT01907828,fail
NCT01907854,success
NCT01908101,unknown
NCT01908140,success
NCT01908426,success
NCT01908829,success
NCT01908907,success
NCT01909011,success
NCT01910116,success
NCT01910402,success
NCT01910519,success
NCT01911169,success
NCT01911260,success
NCT01911429,success
NCT01911442,fail
NCT01911689,success
NCT01911780,success
NCT01912287,success
NCT01912456,success
NCT01913353,unknown
NCT01913483,fail
NCT01914757,success
NCT01914926,success
NCT01915732,success
NCT01915914,success
NCT01916226,fail
NCT01916967,success
NCT01916980,success
NCT01917006,fail
NCT01917773,fail
NCT01917968,fail
NCT01918007,success
NCT01918033,fail
NCT01918189,success
NCT01918774,success
NCT01918800,fail
NCT01919164,unknown
NCT01919190,success
NCT01919801,fail
NCT01919814,success
NCT01920555,success
NCT01920568,success
NCT01920594,fail
NCT01920711,fail
NCT01920893,success
NCT01920932,success
NCT01921101,fail
NCT01921179,success
NCT01921205,success
NCT01921517,success
NCT01921634,success
NCT01921829,success
NCT01922011,fail
NCT01922050,success
NCT01922102,success
NCT01922258,fail
NCT01922934,success
NCT01923168,fail
NCT01923181,success
NCT01923285,success
NCT01923311,unknown
NCT01923428,success
NCT01924533,success
NCT01925014,unknown
NCT01925170,success
NCT01925209,fail
NCT01925404,success
NCT01925469,fail
NCT01925768,success
NCT01926015,success
NCT01926041,success
NCT01926444,fail
NCT01926782,success
NCT01927419,unknown
NCT01927861,success
NCT01928186,fail
NCT01928225,fail
NCT01928329,fail
NCT01928381,fail
NCT01928394,success
NCT01928446,fail
NCT01928719,success
NCT01928732,unknown
NCT01928758,success
NCT01928771,success
NCT01928797,fail
NCT01928849,fail
NCT01928862,unknown
NCT01928927,fail
NCT01928940,success
NCT01929018,fail
NCT01929031,success
NCT01929044,success
NCT01929083,success
NCT01929317,success
NCT01929681,success
NCT01929876,unknown
NCT01930045,fail
NCT01930123,success
NCT01930188,success
NCT01930487,success
NCT01931475,unknown
NCT01931566,success
NCT01931670,success
NCT01931878,success
NCT01932606,success
NCT01932801,success
NCT01933048,fail
NCT01933399,success
NCT01933425,success
NCT01933594,fail
NCT01933672,unknown
NCT01933789,success
NCT01933880,success
NCT01933919,success
NCT01933932,fail
NCT01934010,fail
NCT01934192,unknown
NCT01934218,fail
NCT01934231,unknown
NCT01934335,fail
NCT01934452,success
NCT01935089,fail
NCT01935700,fail
NCT01935791,success
NCT01935934,unknown
NCT01936324,success
NCT01936467,fail
NCT01936519,success
NCT01936909,fail
NCT01937364,success
NCT01937871,unknown
NCT01937884,fail
NCT01937975,unknown
NCT01938001,success
NCT01938092,fail
NCT01939002,success
NCT01939197,unknown
NCT01939314,unknown
NCT01939366,success
NCT01939496,success
NCT01939548,fail
NCT01939834,success
NCT01939977,success
NCT01940341,unknown
NCT01940471,unknown
NCT01940510,unknown
NCT01940705,success
NCT01941030,success
NCT01941719,fail
NCT01941940,success
NCT01942135,success
NCT01942668,success
NCT01942707,success
NCT01942720,fail
NCT01943435,success
NCT01943474,success
NCT01943539,success
NCT01943552,success
NCT01943799,fail
NCT01943864,fail
NCT01943994,success
NCT01944046,fail
NCT01944423,unknown
NCT01944631,fail
NCT01944774,fail
NCT01945034,fail
NCT01945138,success
NCT01945281,unknown
NCT01945294,unknown
NCT01945580,unknown
NCT01945775,success
NCT01945970,fail
NCT01946204,success
NCT01946243,success
NCT01946282,fail
NCT01946880,unknown
NCT01947153,success
NCT01947491,success
NCT01947855,success
NCT01948076,fail
NCT01948310,success
NCT01948375,success
NCT01948518,fail
NCT01948791,success
NCT01948830,success
NCT01948947,success
NCT01948986,unknown
NCT01949051,success
NCT01949116,success
NCT01949337,fail
NCT01949480,fail
NCT01949532,unknown
NCT01949545,success
NCT01950169,success
NCT01950260,fail
NCT01950273,unknown
NCT01950390,fail
NCT01950819,success
NCT01951105,fail
NCT01951157,unknown
NCT01951170,fail
NCT01951261,success
NCT01951326,success
NCT01951586,fail
NCT01951625,success
NCT01951638,fail
NCT01951885,success
NCT01952041,fail
NCT01952145,success
NCT01952301,success
NCT01952574,success
NCT01952678,fail
NCT01952847,fail
NCT01953211,success
NCT01953237,fail
NCT01953328,success
NCT01953354,fail
NCT01953432,unknown
NCT01953601,success
NCT01953692,success
NCT01953874,fail
NCT01954082,success
NCT01954121,unknown
NCT01954251,unknown
NCT01954628,fail
NCT01954927,fail
NCT01955005,success
NCT01955083,success
NCT01955161,fail
NCT01955382,success
NCT01955707,fail
NCT01955837,success
NCT01956110,unknown
NCT01956240,success
NCT01957137,fail
NCT01957150,unknown
NCT01957163,success
NCT01957202,success
NCT01957215,success
NCT01957787,fail
NCT01957865,success
NCT01958021,success
NCT01958164,unknown
NCT01958437,success
NCT01958671,success
NCT01958788,unknown
NCT01958918,fail
NCT01959139,success
NCT01959295,fail
NCT01959503,success
NCT01959516,success
NCT01959529,success
NCT01959542,fail
NCT01959581,success
NCT01959607,unknown
NCT01959841,success
NCT01959919,success
NCT01959932,success
NCT01960114,success
NCT01960348,success
NCT01960400,fail
NCT01960452,fail
NCT01960530,unknown
NCT01960842,success
NCT01960855,success
NCT01960907,fail
NCT01960998,fail
NCT01961089,success
NCT01961349,success
NCT01961362,success
NCT01961609,success
NCT01962493,fail
NCT01962688,success
NCT01962714,unknown
NCT01962987,success
NCT01963169,success
NCT01963208,fail
NCT01963676,fail
NCT01963780,fail
NCT01963793,fail
NCT01963845,fail
NCT01964352,success
NCT01964378,success
NCT01964430,fail
NCT01964547,unknown
NCT01964716,unknown
NCT01964989,unknown
NCT01965158,success
NCT01965327,success
NCT01965431,unknown
NCT01965535,unknown
NCT01965704,fail
NCT01966003,unknown
NCT01966042,success
NCT01966107,unknown
NCT01966458,fail
NCT01966471,fail
NCT01966692,success
NCT01966796,success
NCT01966926,fail
NCT01967173,success
NCT01967277,success
NCT01967342,success
NCT01967706,unknown
NCT01967719,unknown
NCT01967732,unknown
NCT01967888,fail
NCT01967940,success
NCT01968187,success
NCT01968213,success
NCT01968434,success
NCT01968447,fail
NCT01968460,success
NCT01968551,fail
NCT01968954,success
NCT01968967,success
NCT01968980,success
NCT01969058,success
NCT01969084,success
NCT01969201,fail
NCT01969240,unknown
NCT01969500,fail
NCT01969721,success
NCT01969747,success
NCT01969838,success
NCT01970007,success
NCT01970176,fail
NCT01970371,unknown
NCT01970475,unknown
NCT01970488,unknown
NCT01970501,fail
NCT01970527,fail
NCT01970982,success
NCT01970995,success
NCT01971346,fail
NCT01971463,success
NCT01971554,unknown
NCT01971723,success
NCT01971970,success
NCT01972217,success
NCT01972308,unknown
NCT01972529,success
NCT01972568,success
NCT01972789,fail
NCT01972841,success
NCT01973335,fail
NCT01973348,fail
NCT01973387,success
NCT01973413,success
NCT01973569,success
NCT01973998,fail
NCT01974102,success
NCT01974206,fail
NCT01974440,fail
NCT01974752,fail
NCT01975220,success
NCT01975246,success
NCT01975376,fail
NCT01975389,success
NCT01975675,success
NCT01975909,fail
NCT01975935,success
NCT01975948,success
NCT01976104,success
NCT01976312,success
NCT01976338,success
NCT01976364,unknown
NCT01976728,success
NCT01976806,success
NCT01976988,fail
NCT01977222,fail
NCT01977482,unknown
NCT01977599,success
NCT01977781,success
NCT01977794,success
NCT01977898,fail
NCT01977937,fail
NCT01978093,unknown
NCT01978119,unknown
NCT01978145,unknown
NCT01978509,fail
NCT01978938,unknown
NCT01979016,success
NCT01979133,success
NCT01979185,unknown
NCT01979523,fail
NCT01979614,fail
NCT01979952,unknown
NCT01980095,success
NCT01980485,fail
NCT01980706,success
